nodeid,longitude,latitude,elevation,norm_longitude,norm_latitude
62,-121.986252,39.892136,62,0.002291852055849765,0.9820222441894052
63,-120.869812,39.931095,1068,0.18840730952105547,0.9885155634490742
64,-120.854752,39.932434,1082,0.19091787774632898,0.9887387353602811
65,-120.847557,39.931034,1136,0.19211731588582956,0.9885053965434849
66,-120.824982,39.917934,1188,0.1958806676577788,0.9863220119006134
67,-120.795036,39.9119,1311,0.2008727975431778,0.9853163216002248
68,-120.78672,39.905491,1252,0.20225911131219312,0.9842481298310507
69,-120.784607,39.898457,1282,0.2026113577039612,0.983075768947237
70,-120.771927,39.881638,1325,0.20472516946335423,0.9802725364046059
71,-120.761574,39.875515,1369,0.20645106008993422,0.979252012422292
72,-120.743942,39.872566,1307,0.20939039202539428,0.9787605008717704
73,-120.725357,39.87421,1336,0.2124885932516054,0.9790345073109215
74,-120.715843,39.87355,1294,0.21407461888874058,0.9789245047258613
75,-120.69352,39.865227,1359,0.21779596115253963,0.9775373054600112
76,-120.686813,39.861057,1354,0.21891404754609434,0.9768422891271282
77,-120.685532,39.859032,1361,0.21912759587920136,0.9765047811956913
78,-120.680313,39.855049,1419,0.21999762612938079,0.9758409322619084
79,-120.679604,39.852783,1365,0.22011581954715775,0.9754632567198667
80,-120.664772,39.833271,1464,0.22258837916981875,0.9722111802960709
81,-120.648201,39.814487,1467,0.2253508377396082,0.969080440057008
82,-120.639748,39.798233,1382,0.2267599900110728,0.9663713763940125
83,-120.624786,39.78833,1373,0.2292542212053993,0.9647208376063507
84,-120.619858,39.784111,1352,0.23007574047592863,0.9640176544148792
85,-121.608009,39.78117,633,0.0653466234524421,0.9635274762290252
86,-121.601387,39.78437,646,0.06645053997221324,0.9640608220959864
87,-121.590446,39.794815,649,0.06827445278448017,0.965801696339864
88,-121.581863,39.804718,727,0.06970527662761027,0.9674522351275257
89,-121.579391,39.813042,688,0.07011736989805337,0.9688396010639588
90,-121.586311,39.814869,719,0.06896377546784836,0.9691441082198767
91,-121.590813,39.820896,729,0.06821327227062435,0.9701486318261808
92,-121.608627,39.856686,808,0.06524360013483073,0.976113772006976
93,-121.608482,39.864017,828,0.06526777227245845,0.9773356340540664
94,-121.610687,39.871269,838,0.06490018907612775,0.9785443291250675
95,-121.610962,39.875835,862,0.06485434536683454,0.9793053470089884
96,-121.606773,39.880096,856,0.06555267008766247,0.9800155303649639
97,-121.60006,39.881931,859,0.06667175670760159,0.9803213708855494
98,-121.594398,39.886471,908,0.06761563700584258,0.9810780553343004
99,-121.583527,39.893246,935,0.06942788051028817,0.9822072485370069
100,-121.573738,39.893116,976,0.07105974985671655,0.9821855813611619
101,-121.562538,39.899216,955,0.07292683910791746,0.9832022719200573
102,-121.549026,39.901501,961,0.0751793489259739,0.9835831142031843
103,-121.543427,39.896881,1008,0.07611272684717735,0.9828130961077586
104,-121.540421,39.896294,1054,0.07661384026584764,0.9827152604752875
105,-121.533119,39.89814,1056,0.07783111577587068,0.9830229343722907
106,-121.529228,39.902618,1082,0.07847976258626475,0.9837692852448694
107,-121.528648,39.907902,1092,0.07857645113677324,0.9846499726076896
108,-121.53009,39.922501,1139,0.07833606339568162,0.9870831964551162
109,-121.540077,39.956268,1285,0.0766711865785628,0.9927111620456417
110,-121.538353,39.962276,1297,0.07695858495972904,0.9937125189108615
111,-121.531593,39.973488,1409,0.07808550668634648,0.9955812294922269
112,-121.534554,39.978424,1380,0.07759189496556049,0.9964039154920136
113,-121.53833,39.987225,1418,0.0769624191608697,0.9978707832967412
114,-121.538559,39.991108,1419,0.0769242438538578,0.998517965172181
115,-121.53241,39.997719,1483,0.07794930919364766,0.9996198243992062
116,-121.609482,39.7794,629,0.06510106787502903,0.9632324692963622
117,-120.476784,39.807678,1479,0.2539268054336305,0.9679455800544651
118,-120.50193,39.807274,1478,0.24973485665588938,0.9678782451387608
119,-120.526947,39.797493,1481,0.24556441274541674,0.9662480401622776
120,-120.558182,39.781361,1493,0.24035740089173466,0.9635593103104585
121,-120.572678,39.774811,1478,0.23794085394661038,0.9624676179890227
122,-120.579422,39.773491,1494,0.2368165994903522,0.9622476128189013
123,-120.594223,39.773338,1432,0.23434920770401027,0.9622221122196376
124,-120.014008,39.928207,1437,0.33107359965805505,0.988034218804142
125,-120.0103,39.908615,1383,0.3316917395637209,0.9847688087336715
126,-120.011864,39.895084,1410,0.3314310138861422,0.9825135890693426
127,-120.021217,39.876587,1410,0.329871827656994,0.9794306832877241
128,-120.03154,39.867447,1465,0.3281509381623361,0.9779073141552157
129,-120.036171,39.864597,1453,0.32737893009784597,0.9774323029924542
130,-120.039848,39.860172,1430,0.32676595802849917,0.9766947856607961
131,-120.042778,39.851646,1445,0.32627751414403466,0.975273752266512
132,-120.042908,39.847298,1455,0.32625584257236917,0.9745490685697784
133,-120.031303,39.807056,1539,0.32819044710452877,0.9678419109515745
134,-120.039841,39.782848,1541,0.326767124959283,0.9638071494680127
135,-120.038223,39.771442,1537,0.3270368526743214,0.9619061047934627
136,-120.162132,39.80006,1528,0.3063806774933392,0.9666758835499304
137,-120.12233,39.796371,1564,0.31301584591979215,0.966061035767674
138,-120.107117,39.785954,1652,0.3155519199178742,0.9643248283001312
139,-120.07917,39.782452,1488,0.3202108077128113,0.963741147916976
140,-120.061256,39.778267,1501,0.32319715028834833,0.9630436315253408
141,-121.630653,39.753983,513,0.06157176907706853,0.9589962030774387
142,-121.633049,39.753452,501,0.06117234534082881,0.9589077009976406
143,-121.84317,39.753151,64,0.02614425064873004,0.9588575331520295
144,-121.854683,39.763153,59,0.024224982921135417,0.9605245723274501
145,-121.872093,39.781071,55,0.021322659361901117,0.9635109758412651
146,-121.842857,39.752598,64,0.02619642912512612,0.9587653643193946
147,-121.634888,39.988544,1006,0.06086577595395693,0.9980906217962785
148,-121.641693,39.983276,957,0.05973135252945519,0.9972126011627934
149,-121.642563,39.977982,983,0.05958631970369364,0.9963302470941395
150,-121.638023,39.961662,997,0.060343157668018156,0.9936101831726374
151,-121.639633,39.95863,1062,0.06007476358815817,0.9931048379636921
152,-121.649544,39.960579,1076,0.058422556305242734,0.9934296789307887
153,-121.650467,39.946587,998,0.05826868814641608,0.9910976241275005
154,-121.646744,39.92886,1042,0.05888932861804415,0.9881430546951188
155,-121.655617,39.903839,932,0.05741016049965863,0.9839727900272319
156,-121.659714,39.897976,885,0.056727172583395685,0.9829956003966093
157,-121.672127,39.892509,815,0.0546578708981127,0.9820844123170223
158,-121.674019,39.874596,730,0.05434246617817808,0.9790988421561235
159,-121.689072,39.86858,724,0.05183306488368599,0.9780961519262372
160,-121.692703,39.859985,709,0.05122776121662291,0.9766636182616961
161,-121.691978,39.852917,685,0.051348621904756746,0.975485590578045
162,-121.709511,39.824379,566,0.04842579370464075,0.970729145468252
163,-121.718231,39.797291,447,0.046972131359063744,0.9662143727044255
164,-121.733543,39.771572,358,0.044419553625637674,0.9619277719693078
165,-121.735703,39.75845,296,0.04405947212719128,0.9597407205736007
166,-121.745628,39.751461,244,0.042404930982712995,0.95857585986604
167,-121.773033,39.744545,107,0.03783639697118144,0.9574231661110707
168,-121.809097,39.739372,71,0.031824369582316415,0.9565609791830113
169,-121.814697,39.737541,70,0.03089082495671596,0.956255805344759
170,-121.815514,39.737278,67,0.030754627464017137,0.9562119709813186
171,-121.833847,39.736423,64,0.027698435745956186,0.9560694676324897
172,-121.859871,39.733551,57,0.023360120507275085,0.9555907897168915
173,-121.86409,39.733738,56,0.022656794654522715,0.9556219571159926
174,-121.911369,39.751488,46,0.014775177448496928,0.958580359971793
175,-121.928627,39.752918,43,0.011898192957671768,0.9588186989060912
176,-121.991631,39.752201,44,0.0013951491020804112,0.9586991960977749
177,-121.813362,39.723301,64,0.031113375327282734,0.9538824162367815
178,-121.843903,39.718719,57,0.0260220563254154,0.9531187316235266
179,-121.844078,39.718182,57,0.02599288305586561,0.9530292295202268
180,-121.803207,39.71389,65,0.032806258483169926,0.9523138793761652
181,-121.659973,39.747505,280,0.05668399614446171,0.9579165110380089
182,-121.670174,39.744415,252,0.05498344458629084,0.9574014989352244
183,-121.678558,39.740479,156,0.05358579491825057,0.9567454835188628
184,-121.686012,39.735882,131,0.05234318033981602,0.9559792988468556
185,-121.697647,39.726807,316,0.050403574675734336,0.9544667633022711
186,-121.703003,39.721828,275,0.049510705923108,0.9536369104673963
187,-121.714203,39.715279,169,0.04764361667190709,0.9525453848165436
188,-121.724663,39.711491,102,0.04589988867480225,0.9519140366465283
189,-121.740761,39.707737,156,0.04321628128499644,0.9512883552763493
190,-121.754059,39.706818,82,0.04099944620799204,0.9511351850101808
191,-121.767776,39.707935,76,0.03871276198846373,0.9513213560518671
192,-121.769928,39.709229,76,0.038354014125198135,0.9515370277868197
193,-121.775612,39.720219,88,0.037406466330213495,0.9533687374986646
194,-121.778038,39.721046,82,0.0370020414620517,0.9535065740711576
195,-121.789818,39.719494,72,0.0350382636603423,0.9532479013256807
196,-121.787033,39.698029,68,0.03550253540718149,0.9496703172524551
197,-121.773247,39.685692,66,0.03780072223013176,0.9476141022647371
198,-120.001633,39.684956,1651,0.3331365665762352,0.9474914327153354
199,-120.021889,39.700176,1580,0.32975980230192053,0.9500281589950695
200,-120.029778,39.71328,1560,0.32844467131060756,0.9522122103202755
201,-120.034492,39.728279,1528,0.3276588267811279,0.9547121024010732
202,-120.035027,39.744286,1567,0.3275696399285037,0.9573799984299635
203,-121.811737,39.710197,63,0.03138426997310494,0.9516983649115756
204,-121.805969,39.698269,61,0.032345820937471396,0.9497103181924781
205,-121.801407,39.691563,61,0.03310632639854193,0.9485926252600273
206,-121.802597,39.682133,60,0.0329079481656005,0.9470209216583257
207,-121.810898,39.663292,53,0.03152413496254741,0.9438806811960079
208,-121.806107,39.652699,51,0.03232281573062747,0.9421151397057829
209,-121.816544,39.65416,51,0.030582921934665646,0.9423586454281672
210,-121.860992,39.651188,46,0.023173244877757987,0.941863300454227
211,-121.862282,39.662361,47,0.022958196205075512,0.9437255108828386
212,-121.86776,39.650715,44,0.02204498951595975,0.9417844652682669
213,-121.880577,39.64315,42,0.01990833925411744,0.9405236023046539
214,-121.887077,39.638336,41,0.018824760670830987,0.9397212501160448
215,-121.909393,39.635921,38,0.015104585337815725,0.9393187406570727
216,-120.618507,39.76767,1336,0.23030095811685464,0.9612774233527825
217,-120.615196,39.759979,1369,0.2308529163767402,0.9599955598956578
218,-120.60379,39.756386,1343,0.23275434673381,0.95939671248941
219,-120.599586,39.748714,1371,0.23345517202060015,0.9581180157733706
220,-120.592293,39.737919,1351,0.23467094719104775,0.9563188068252934
221,-120.584732,39.734222,1354,0.2359313991400048,0.9557026256783705
222,-120.568077,39.732136,1348,0.23870786087917845,0.9553549508413443
223,-120.548813,39.731258,1404,0.24191925439124448,0.9552086140690967
224,-120.545753,39.728817,1413,0.2424293698473745,0.9548017711749558
225,-120.534843,39.716511,1422,0.24424811482332234,0.9527507229753227
226,-120.526466,39.714436,1457,0.24564459756058118,0.9524048815147155
227,-120.519531,39.711182,1537,0.2468006925567484,0.9518625354362495
228,-120.512062,39.696266,1545,0.24804580770114282,0.9493764770138767
229,-120.494637,39.689842,1707,0.250950631826337,0.9483057851859517
230,-120.480667,39.681496,1638,0.25327949225841484,0.9469147524966841
231,-120.467712,39.682507,1722,0.2554391477271011,0.9470832564565269
232,-120.458138,39.679771,1645,0.25703517562808276,0.9466272457402753
233,-120.443604,39.67189,1562,0.2594580573403123,0.9453137148722991
234,-120.436302,39.667042,1514,0.26067533285033534,0.9445056958838536
235,-120.430443,39.654369,1507,0.2616520539148698,0.9423934795801039
236,-120.428871,39.64571,1503,0.26191411322762687,0.9409502789982234
237,-120.429573,39.641346,1509,0.26179708674063135,0.9402229285721546
238,-120.434067,39.629559,1511,0.2610479171785881,0.9382583824053199
239,-120.437492,39.626499,1544,0.2604769546173939,0.9377483704200387
240,-121.924011,39.633556,35,0.012667700456204408,0.9389245647272709
241,-121.973122,39.620529,36,0.004480680794085793,0.9367533470369883
242,-121.98613,39.629894,34,0.0023121899923344573,0.9383142170507675
243,-121.769493,39.682163,64,0.03842653053807891,0.9470259217758289
244,-121.746498,39.668777,68,0.04225989815694907,0.944794869346096
245,-121.73143,39.659229,52,0.04477180001740339,0.9432034986155514
246,-121.714607,39.640125,51,0.0475762680953454,0.940019423789792
247,-121.686157,39.619137,63,0.05231900820219067,0.9365213415848609
248,-121.621674,39.58289,80,0.06306860786157951,0.9304800329474407
249,-121.617416,39.600666,102,0.0637784351858294,0.93344276923841
250,-121.613213,39.609509,98,0.06447909376822254,0.9349166372076415
251,-121.592323,39.635864,116,0.06796154863050778,0.9393092404338166
252,-121.571648,39.651218,199,0.07140816204734397,0.9418683005717301
253,-121.536499,39.67186,315,0.07726765491256078,0.9453087147547972
254,-121.532677,39.677258,400,0.07790479911953288,0.9462084025641273
255,-121.536453,39.686287,405,0.07727532331484446,0.9477132712618747
256,-121.536362,39.689724,522,0.07729049341501007,0.9482861180571074
257,-121.532211,39.694672,518,0.07798248336873512,0.9491108041038959
258,-121.530327,39.708012,588,0.07829655445349129,0.9513341896867904
259,-121.527977,39.713356,577,0.07868830978744734,0.9522248772846158
260,-121.515289,39.719044,635,0.08080345518202353,0.9531728995631392
261,-121.500458,39.728466,690,0.08327584810028753,0.9547432698001732
262,-121.483727,39.756489,809,0.08606497937366456,0.9594138795595033
263,-121.47271,39.765549,819,0.08790156172013487,0.9609239150453369
264,-121.467033,39.774895,785,0.08884794258433808,0.9624816183180306
265,-121.459587,39.784527,823,0.09008922352759184,0.9640869893775832
266,-121.451218,39.793495,476,0.09148437262967225,0.9655816911697425
267,-121.423866,39.812473,604,0.0960440713081387,0.9687447655019888
268,-121.407867,39.822605,678,0.09871117496260047,0.9704334718532557
269,-121.404243,39.826614,566,0.09931531169888214,0.9711016542222074
270,-121.405937,39.835712,769,0.09903291444963797,0.9726180231902118
271,-121.403412,39.838085,724,0.0994538430531438,0.97301353248468
272,-121.39724,39.83897,759,0.10048274259407432,0.9731610359510121
273,-121.392616,39.841179,608,0.10125358372778301,0.9735292112697976
274,-121.380142,39.861496,879,0.10333305438130717,0.9769154575132519
275,-121.370033,39.866165,525,0.10501826913491305,0.977693642467265
276,-121.361748,39.882225,797,0.10639941506760928,0.9803703720370759
277,-121.354187,39.890247,686,0.10765986701656867,0.981707403457315
278,-121.354881,39.902584,623,0.10754417416475155,0.983763618445033
279,-121.351601,39.907494,798,0.10809096458831804,0.9845819710096521
280,-121.315323,39.921692,567,0.11413866671823275,0.9869483599531256
281,-121.311432,39.926392,718,0.11478731352862918,0.9877317116952248
282,-121.312393,39.938263,613,0.11462711060269964,0.9897102581910674
283,-121.311523,39.944012,837,0.11477214342846356,0.9906684473751801
284,-121.304916,39.953369,830,0.11587355938227249,0.9922279840242916
285,-121.285583,39.963135,947,0.11909645549776049,0.9938556889420237
286,-121.279846,39.966743,933,0.12005283862580786,0.9944570364070224
287,-121.277977,39.970692,798,0.12036440914460181,0.995115218540969
288,-121.283661,39.98745,694,0.11941686134961954,0.9979082841780119
289,-121.282158,39.992531,744,0.11966741805895469,0.9987551374123957
290,-121.276176,39.997295,785,0.12066464376437082,0.9995491560718346
291,-121.634377,39.592987,82,0.06095096190104346,0.9321629058282871
292,-121.661247,39.607632,63,0.0564716147421361,0.934603796522552
293,-121.675522,39.614239,58,0.05409190946884294,0.9357049890672428
294,-121.683029,39.616268,62,0.05284045955734565,0.9360431636810128
295,-121.541298,39.505451,79,0.07646764050930228,0.9175732296375633
296,-121.540558,39.505276,79,0.07659100176339835,0.917544062285464
297,-120.175903,39.796543,1511,0.30408499123634875,0.966089703108023
298,-120.183487,39.786762,1507,0.3028207050862511,0.96445949813154
299,-120.206337,39.766335,1502,0.2990115096050063,0.9610549181239089
300,-120.210587,39.72551,1516,0.29830301591593483,0.9542505915555682
301,-120.215797,39.715321,1580,0.2974344860053332,0.9525523849810476
302,-120.218086,39.706348,1534,0.29705289963961834,0.9510568498359709
303,-120.217484,39.691257,1526,0.29715325568687045,0.9485416240614988
304,-120.219643,39.678848,1531,0.29679334089282106,0.9464734087917737
305,-120.225014,39.673233,1525,0.29589797157423253,0.9455375534658403
306,-120.231949,39.669415,1521,0.2947418765780653,0.9449012051783219
307,-120.231201,39.665539,1523,0.29486657146734213,0.9442551899969653
308,-120.225487,39.655834,1538,0.29581912039424885,0.9426376519848214
309,-120.214111,39.644882,1581,0.29771554961939656,0.9408122757551474
310,-120.191566,39.628002,1739,0.3014739002594261,0.9379988763069269
311,-120.184067,39.617649,1839,0.3027240165357426,0.9362733357567237
312,-120.173111,39.6092,1801,0.30455042991396936,0.9348651359973629
313,-120.145157,39.559483,1925,0.3092104846396903,0.9265787746012032
314,-120.144463,39.556984,1931,0.3093261774915051,0.9261622648132231
315,-120.147339,39.547535,1929,0.30884673564450027,0.9245873944704373
316,-120.138496,39.510654,1851,0.31032090263096135,0.9184404166831258
317,-120.134804,39.506618,1861,0.310936375266268,0.9177677342084211
318,-120.109787,39.507862,1858,0.3151068191767406,0.9179750724142022
319,-120.092857,39.504345,1838,0.31792912462520745,0.9173888919722948
320,-120.084373,39.505909,1850,0.31934344473299114,0.9176495647647724
321,-120.064781,39.525562,2006,0.3226095172874131,0.9209251417408311
322,-120.04731,39.538986,2148,0.32552200981488855,0.9231625276527334
323,-120.040977,39.543015,1966,0.32657774876380363,0.9238340434333535
324,-120.034492,39.543156,1830,0.3276588267811279,0.9238575439856176
325,-120.014091,39.526199,1575,0.33105976319307023,0.9210313109024726
326,-120.008057,39.522667,1535,0.3320656575271545,0.9204426304018142
327,-120.002777,39.521896,1520,0.3329458567455774,0.9203141273819931
328,-121.613541,39.575153,107,0.0644244147258666,0.9291905026434788
329,-121.603706,39.558769,86,0.06606395247457629,0.9264597718046371
330,-121.580513,39.535515,83,0.06993032756413926,0.9225840140576631
331,-121.573143,39.525688,85,0.07115893897318726,0.9209461422343429
332,-121.570808,39.514805,55,0.07154819374118346,0.9191322662749246
333,-121.571373,39.510559,41,0.07145400575663718,0.9184245829777001
334,-121.570389,39.503799,45,0.071618042883705,0.9172978898337446
335,-121.570824,39.501263,46,0.07154552647082423,0.916875213234178
336,-121.531273,39.500763,85,0.07813885209352399,0.9167918779424649
337,-121.525337,39.500046,111,0.07912840939666119,0.9166723751341486
338,-121.519058,39.503693,124,0.08017514630811416,0.9172802227519011
339,-121.514023,39.503174,124,0.08101450294916834,0.9171937207191038
340,-121.502251,39.503796,131,0.08297694711569695,0.9172973898219944
341,-121.486366,39.509819,207,0.08562504646885008,0.9183012467459652
342,-121.476379,39.51038,282,0.08728992328597128,0.9183947489432664
343,-121.454536,39.504917,266,0.09093124743900288,0.9174842275460139
344,-121.449287,39.506004,316,0.09180627882110674,0.9176653984701969
345,-121.42762,39.524345,432,0.09541826300019156,0.9207223036408017
346,-121.427544,39.533279,406,0.09543093253439731,0.9222113386331247
347,-121.424492,39.557652,285,0.09593971435534891,0.9262736007629508
348,-121.420563,39.571747,494,0.09659469593284585,0.9286228226363323
349,-121.421883,39.579258,485,0.0963746461282413,0.9298746853884404
350,-121.43399,39.584587,355,0.09435635598857296,0.9307628729275137
351,-121.443863,39.592049,295,0.0927104834727604,0.9320065688210345
352,-121.445099,39.59819,307,0.09250443683753767,0.9330300928738496
353,-121.440613,39.617798,462,0.09325227276440244,0.9362981696736541
354,-121.433952,39.625572,485,0.09436269075567347,0.9375938667892026
355,-121.427948,39.634239,591,0.09536358395783562,0.9390384007357507
356,-121.427849,39.642944,604,0.09538008769318203,0.9404892681644685
357,-121.418137,39.648754,675,0.09699912080100764,0.9414576242541695
358,-121.389412,39.668686,747,0.10178770461714612,0.9447797023230048
359,-121.368439,39.679436,809,0.10528399594441618,0.9465714110948278
360,-121.352837,39.686115,923,0.10788491795309768,0.9476846039215256
361,-121.339157,39.689758,1091,0.11016543410992012,0.9482917848569438
362,-121.326431,39.694973,1138,0.11228691427159682,0.9491609719495071
363,-121.325417,39.703472,1109,0.11245595253058908,0.9505775052380394
364,-121.316788,39.707642,1103,0.11389444477600048,0.9512725215709236
365,-121.315613,39.712944,1121,0.11409032244297969,0.952156209004245
366,-121.312157,39.720375,1054,0.11466645284049297,0.9533947381096785
367,-121.304443,39.724968,1006,0.11595241056225615,0.9541602560993512
368,-121.29232,39.735882,1082,0.11797336797228371,0.9559792988468556
369,-121.287117,39.743599,1063,0.11884073095210626,0.9572654957391504
370,-121.287857,39.751587,1165,0.11871736969800784,0.9585968603595519
371,-121.294029,39.756203,1240,0.11768847015707969,0.9593662117726433
372,-121.306877,39.769299,1296,0.11554665205891591,0.9615489297331815
373,-121.300583,39.783695,1393,0.11659588953633113,0.9639483194521741
374,-121.295227,39.78867,1488,0.11748875828895983,0.9647775056047156
375,-121.295761,39.792999,1484,0.11739973814073264,0.9654990225603638
376,-121.309311,39.802414,1476,0.11514089355557569,0.9670682261033132
377,-121.317162,39.815899,1582,0.11383209733136324,0.9693157789208049
378,-121.316811,39.82552,1604,0.11389061057485983,0.9709193166039397
379,-121.312332,39.830238,1608,0.11463727957094318,0.9717056684165414
380,-121.304077,39.830959,1652,0.11601342437171495,0.9718258379071908
381,-121.297096,39.833241,1665,0.11717718777016586,0.9722061801785677
382,-121.294159,39.844547,1677,0.11766679858541419,0.9740905577947746
383,-121.29187,39.845993,1704,0.1180483849511267,0.974331563458408
384,-121.283073,39.847645,1717,0.11951488353530647,0.9746069032622267
385,-121.277061,39.856758,1777,0.12051711037264705,0.976125772288982
386,-121.272179,39.859657,1788,0.12133096124089508,0.976608950310332
387,-121.266312,39.860756,1679,0.12230901594060795,0.9767921212815172
388,-121.256264,39.855804,1744,0.1239840617259703,0.9759667685523942
389,-121.250893,39.855057,1769,0.12487943104455886,0.9758422656265759
390,-121.241997,39.860367,1658,0.12636243336408504,0.9767272864245637
391,-121.232269,39.861355,1590,0.12798413374226988,0.9768919569609891
392,-121.222672,39.864628,1553,0.12958399584439223,0.9774374697805404
393,-121.206619,39.863747,1590,0.13226010153631373,0.9772906329965415
394,-121.198174,39.866299,1594,0.1336679201725999,0.9777159763254433
395,-121.173759,39.8643,1664,0.137738008035818,0.9773828018291764
396,-121.171204,39.866207,1622,0.1381639377712483,0.977700642631769
397,-121.170227,39.870358,1587,0.13832680796753707,0.9783924922235677
398,-121.158173,39.87759,1668,0.1403362627741403,0.9795978538828992
399,-121.149452,39.880833,1648,0.14179009182411667,0.9801383665849486
400,-121.142754,39.888584,1614,0.14290667787809358,0.9814302302770784
401,-121.134827,39.890198,1621,0.1442281436365094,0.9816992365987264
402,-121.125832,39.893669,1645,0.14572764969137963,0.9822777501937967
403,-121.110832,39.907166,1569,0.148228215652809,0.984527303058288
404,-121.106071,39.918064,1405,0.14902189528896698,0.9863436790764585
405,-121.100479,39.918919,1358,0.14995410627938663,0.9864861824252874
406,-121.090286,39.922424,1264,0.1516533242023767,0.9870703628201929
407,-121.08255,39.92197,1229,0.15294294942088588,0.9869946943753181
408,-121.074257,39.922215,1185,0.15432542898876053,0.9870355286682573
409,-121.062233,39.930355,1164,0.1563298826634417,0.9883922272173394
410,-121.054237,39.942032,1127,0.15766285102528185,0.9903384396199973
411,-121.044052,39.945763,1174,0.1593607353130935,0.9909602875667577
412,-121.028389,39.946911,1185,0.16197182629001616,0.9911516253965301
413,-121.020576,39.944851,1173,0.16327428774712574,0.9908082839946739
414,-121.016098,39.938576,1258,0.1640207900388121,0.9897624260836793
415,-121.011002,39.93758,1232,0.16487031564810745,0.9895964221825875
416,-120.999413,39.942951,1306,0.16680225290990783,0.9904916098861658
