start_nodeid,end_nodeid,distance,longitude_x,latitude_x,elevation_x,longitude_y,latitude_y,elevation_y,mean_longitude,mean_latitude,mean_elevation,norm_longitude_x,norm_longitude_y,norm_longitude,norm_latitude_x,norm_latitude_y,norm_latitude
47,48,0.006859,-120.437149,39.821934,1491,-120.443558,39.819489,1488,-120.4403535,39.8207115,1489.5,0.2605341342257121,0.2594657257425936,0.25999992998415283,0.9703216358917766,0.9699141263153013,0.9701178811035389
48,49,0.008036,-120.443558,39.819489,1488,-120.450493,39.81543,1489,-120.4470255,39.8174595,1488.5,0.2594657257425936,0.2583096307464264,0.25888767824451,0.9699141263153013,0.969237610417178,0.9695758683662397
51,52,0.006035,-120.368362,39.819496,1491,-120.362923,39.816883,1490,-120.3656425,39.8181895,1490.5,0.2720012296116345,0.27290793482925035,0.2724545822204424,0.9699152930093858,0.9694797827748948,0.9696975378921403
52,53,0.026345,-120.362923,39.816883,1490,-120.336578,39.817059,1489,-120.3497505,39.816971,1489.5,0.27290793482925035,0.27729976217950597,0.2751038485043782,0.9694797827748948,0.9695091167975781,0.9694944497862364
53,54,0.025197,-120.336578,39.817059,1489,-120.312576,39.809391,1498,-120.324577,39.813225,1493.5,0.27729976217950597,0.28130100112658696,0.2793003816530465,0.9695091167975781,0.9682310867638719,0.9688701017807251
54,55,0.124733,-120.312576,39.809391,1498,-120.187866,39.807026,1507,-120.250221,39.8082085,1502.5,0.28130100112658696,0.30209070652991116,0.29169585382824903,0.9682310867638719,0.9678369108340713,0.9680339987989717
55,56,0.014964,-120.187866,39.807026,1507,-120.173279,39.803688,1510,-120.1805725,39.805357,1508.5,0.30209070652991116,0.30452242357520337,0.30330656505255726,0.9678369108340713,0.9672805644265975,0.9675587376303344
56,136,0.011722,-120.173279,39.803688,1510,-120.162132,39.80006,1528,-120.1677055,39.801874,1519.0,0.30452242357520337,0.3063806774933392,0.3054515505342713,0.9672805644265975,0.9666758835499304,0.9669782239882639
56,297,0.007612,-120.173279,39.803688,1510,-120.175903,39.796543,1511,-120.174591,39.8001155,1510.5,0.30452242357520337,0.30408499123634875,0.30430370740577606,0.9672805644265975,0.966089703108023,0.9666851337673102
57,58,0.017804,-121.886047,39.78994,55,-121.901077,39.799484,54,-121.893562,39.794712,54.5,0.01899646620018248,0.016490899106831037,0.01774368265350676,0.9649891772456655,0.9665798812938771,0.9657845292697713
57,145,0.016534,-121.886047,39.78994,55,-121.872093,39.781071,55,-121.87907,39.7855055,55.0,0.01899646620018248,0.021322659361901117,0.0201595627810418,0.9649891772456655,0.9635109758412651,0.9642500765434653
144,145,0.024983,-121.854683,39.763153,59,-121.872093,39.781071,55,-121.863388,39.772112,57.0,0.024224982921135417,0.021322659361901117,0.02277382114151827,0.9605245723274501,0.9635109758412651,0.9620177740843576
58,59,0.016422,-121.901077,39.799484,54,-121.913048,39.810726,55,-121.9070625,39.805105,54.5,0.016490899106831037,0.014495280765212615,0.015493089936021826,0.9665798812938771,0.9684535919927456,0.9675167366433113
59,60,0.053192,-121.913048,39.810726,55,-121.948463,39.850414,61,-121.9307555,39.83057,58.0,0.014495280765212615,0.008591444530278042,0.011543362647745328,0.9684535919927456,0.9750684141077316,0.9717610030502386
60,61,0.044386,-121.948463,39.850414,61,-121.977028,39.884388,60,-121.9627455,39.867401,60.5,0.008591444530278042,0.003829533417729506,0.006210488974003774,0.9750684141077316,0.9807308805090255,0.9778996473083785
61,62,0.012046,-121.977028,39.884388,60,-121.986252,39.892136,62,-121.98164,39.888262,61.0,0.003829533417729506,0.002291852055849765,0.0030606927367896357,0.9807308805090255,0.9820222441894052,0.9813765623492153
63,64,0.01512,-120.869812,39.931095,1068,-120.854752,39.932434,1082,-120.862282,39.9317645,1075.0,0.18840730952105547,0.19091787774632898,0.18966259363369223,0.9885155634490742,0.9887387353602811,0.9886271494046777
64,65,0.007329,-120.854752,39.932434,1082,-120.847557,39.931034,1136,-120.8511545,39.931734,1109.0,0.19091787774632898,0.19211731588582956,0.19151759681607927,0.9887387353602811,0.9885053965434849,0.988622065951883
65,66,0.026101,-120.847557,39.931034,1136,-120.824982,39.917934,1188,-120.8362695,39.924484,1162.0,0.19211731588582956,0.1958806676577788,0.19399899177180419,0.9885053965434849,0.9863220119006134,0.9874137042220492
66,67,0.030547,-120.824982,39.917934,1188,-120.795036,39.9119,1311,-120.810009,39.914917,1249.5,0.1958806676577788,0.2008727975431778,0.1983767326004783,0.9863220119006134,0.9853163216002248,0.985819166750419
67,68,0.010499,-120.795036,39.9119,1311,-120.78672,39.905491,1252,-120.790878,39.9086955,1281.5,0.2008727975431778,0.20225911131219312,0.20156595442768546,0.9853163216002248,0.9842481298310507,0.9847822257156378
68,69,0.007345,-120.78672,39.905491,1252,-120.784607,39.898457,1282,-120.7856635,39.901974,1267.0,0.20225911131219312,0.2026113577039612,0.20243523450807716,0.9842481298310507,0.983075768947237,0.9836619493891439
69,70,0.021063,-120.784607,39.898457,1282,-120.771927,39.881638,1325,-120.778267,39.8900475,1303.5,0.2026113577039612,0.20472516946335423,0.2036682635836577,0.983075768947237,0.9802725364046059,0.9816741526759214
70,71,0.012028,-120.771927,39.881638,1325,-120.761574,39.875515,1369,-120.7667505,39.8785765,1347.0,0.20472516946335423,0.20645106008993422,0.20558811477664424,0.9802725364046059,0.979252012422292,0.9797622744134489
71,72,0.017876,-120.761574,39.875515,1369,-120.743942,39.872566,1307,-120.752758,39.8740405,1338.0,0.20645106008993422,0.20939039202539428,0.20792072605766426,0.979252012422292,0.9787605008717704,0.9790062566470312
72,73,0.018658,-120.743942,39.872566,1307,-120.725357,39.87421,1336,-120.7346495,39.873388,1321.5,0.20939039202539428,0.2124885932516054,0.21093949263849984,0.9787605008717704,0.9790345073109215,0.9788975040913459
73,74,0.009537,-120.725357,39.87421,1336,-120.715843,39.87355,1294,-120.7206,39.87388,1315.0,0.2124885932516054,0.21407461888874058,0.213281606070173,0.9790345073109215,0.9789245047258613,0.9789795060183915
74,75,0.023825,-120.715843,39.87355,1294,-120.69352,39.865227,1359,-120.7046815,39.8693885,1326.5,0.21407461888874058,0.21779596115253963,0.2159352900206401,0.9789245047258613,0.9775373054600112,0.9782309050929363
75,76,0.007897,-120.69352,39.865227,1359,-120.686813,39.861057,1354,-120.6901665,39.863142,1356.5,0.21779596115253963,0.21891404754609434,0.21835500434931698,0.9775373054600112,0.9768422891271282,0.9771897972935697
76,77,0.002397,-120.686813,39.861057,1354,-120.685532,39.859032,1361,-120.6861725,39.8600445,1357.5,0.21891404754609434,0.21912759587920136,0.21902082171264786,0.9768422891271282,0.9765047811956913,0.9766735351614098
77,78,0.006565,-120.685532,39.859032,1361,-120.680313,39.855049,1419,-120.6829225,39.8570405,1390.0,0.21912759587920136,0.21999762612938079,0.2195626110042911,0.9765047811956913,0.9758409322619084,0.9761728567287998
78,79,0.002374,-120.680313,39.855049,1419,-120.679604,39.852783,1365,-120.6799585,39.853916,1392.0,0.21999762612938079,0.22011581954715775,0.22005672283826927,0.9758409322619084,0.9754632567198667,0.9756520944908875
79,80,0.024509,-120.679604,39.852783,1365,-120.664772,39.833271,1464,-120.672188,39.843027000000006,1414.5,0.22011581954715775,0.22258837916981875,0.22135209935848826,0.9754632567198667,0.9722111802960709,0.9738372185079688
80,81,0.025048,-120.664772,39.833271,1464,-120.648201,39.814487,1467,-120.6564865,39.823879000000005,1465.5,0.22258837916981875,0.2253508377396082,0.22396960845471348,0.9722111802960709,0.969080440057008,0.9706458101765394
81,82,0.018321,-120.648201,39.814487,1467,-120.639748,39.798233,1382,-120.6439745,39.80636,1424.5,0.2253508377396082,0.2267599900110728,0.2260554138753405,0.969080440057008,0.9663713763940125,0.9677259082255103
82,83,0.017942,-120.639748,39.798233,1382,-120.624786,39.78833,1373,-120.632267,39.793281500000006,1377.5,0.2267599900110728,0.2292542212053993,0.22800710560823606,0.9663713763940125,0.9647208376063507,0.9655461070001816
83,84,0.006488,-120.624786,39.78833,1373,-120.619858,39.784111,1352,-120.622322,39.7862205,1362.5,0.2292542212053993,0.23007574047592863,0.22966498084066395,0.9647208376063507,0.9640176544148792,0.964369246010615
84,123,0.027806,-120.619858,39.784111,1352,-120.594223,39.773338,1432,-120.6070405,39.7787245,1392.0,0.23007574047592863,0.23434920770401027,0.23221247408996945,0.9640176544148792,0.9622221122196376,0.9631198833172584
122,123,0.014802,-120.579422,39.773491,1494,-120.594223,39.773338,1432,-120.5868225,39.7734145,1463.0,0.2368165994903522,0.23434920770401027,0.23558290359718123,0.9622476128189013,0.9622221122196376,0.9622348625192694
84,216,0.016497,-120.619858,39.784111,1352,-120.618507,39.76767,1336,-120.6191825,39.7758905,1344.0,0.23007574047592863,0.23030095811685464,0.23018834929639165,0.9640176544148792,0.9612774233527825,0.9626475388838309
85,86,0.007355,-121.608009,39.78117,633,-121.601387,39.78437,646,-121.604698,39.78277,639.5,0.0653466234524421,0.06645053997221324,0.06589858171232768,0.9635274762290252,0.9640608220959864,0.9637941491625058
85,116,0.002302,-121.608009,39.78117,633,-121.609482,39.7794,629,-121.6087455,39.780285000000006,631.0,0.0653466234524421,0.06510106787502903,0.06522384566373557,0.9635274762290252,0.9632324692963622,0.9633799727626937
86,87,0.015126,-121.601387,39.78437,646,-121.590446,39.794815,649,-121.5959165,39.7895925,647.5,0.06645053997221324,0.06827445278448017,0.06736249637834671,0.9640608220959864,0.965801696339864,0.9649312592179252
87,88,0.013105,-121.590446,39.794815,649,-121.581863,39.804718,727,-121.5861545,39.7997665,688.0,0.06827445278448017,0.06970527662761027,0.06898986470604522,0.965801696339864,0.9674522351275257,0.9666269657336948
88,89,0.008683,-121.581863,39.804718,727,-121.579391,39.813042,688,-121.580627,39.80888,707.5,0.06970527662761027,0.07011736989805337,0.06991132326283181,0.9674522351275257,0.9688396010639588,0.9681459180957422
89,90,0.007157,-121.579391,39.813042,688,-121.586311,39.814869,719,-121.582851,39.813955500000006,703.5,0.07011736989805337,0.06896377546784836,0.06954057268295086,0.9688396010639588,0.9691441082198767,0.9689918546419178
90,91,0.007523,-121.586311,39.814869,719,-121.590813,39.820896,729,-121.588562,39.8178825,724.0,0.06896377546784836,0.06821327227062435,0.06858852386923636,0.9691441082198767,0.9701486318261808,0.9696463700230288
91,92,0.039978,-121.590813,39.820896,729,-121.608627,39.856686,808,-121.59972,39.838791,768.5,0.06821327227062435,0.06524360013483073,0.06672843620272753,0.9701486318261808,0.976113772006976,0.9731312019165784
92,93,0.007333,-121.608627,39.856686,808,-121.608482,39.864017,828,-121.6085545,39.8603515,818.0,0.06524360013483073,0.06526777227245845,0.06525568620364458,0.976113772006976,0.9773356340540664,0.9767247030305213
93,94,0.00758,-121.608482,39.864017,828,-121.610687,39.871269,838,-121.6095845,39.867643,833.0,0.06526777227245845,0.06490018907612775,0.06508398067429311,0.9773356340540664,0.9785443291250675,0.977939981589567
94,95,0.004574,-121.610687,39.871269,838,-121.610962,39.875835,862,-121.6108245,39.873552,850.0,0.06490018907612775,0.06485434536683454,0.06487726722148116,0.9785443291250675,0.9793053470089884,0.9789248380670279
95,96,0.005975,-121.610962,39.875835,862,-121.606773,39.880096,856,-121.6088675,39.8779655,859.0,0.06485434536683454,0.06555267008766247,0.0652035077272485,0.9793053470089884,0.9800155303649639,0.9796604386869762
96,97,0.00696,-121.606773,39.880096,856,-121.60006,39.881931,859,-121.6034165,39.8810135,857.5,0.06555267008766247,0.06667175670760159,0.06611221339763203,0.9800155303649639,0.9803213708855494,0.9801684506252566
97,98,0.007256,-121.60006,39.881931,859,-121.594398,39.886471,908,-121.597229,39.884201,883.5,0.06667175670760159,0.06761563700584258,0.06714369685672208,0.9803213708855494,0.9810780553343004,0.9806997131099249
98,99,0.01281,-121.594398,39.886471,908,-121.583527,39.893246,935,-121.5889625,39.8898585,921.5,0.06761563700584258,0.06942788051028817,0.06852175875806538,0.9810780553343004,0.9822072485370069,0.9816426519356536
99,100,0.009789,-121.583527,39.893246,935,-121.573738,39.893116,976,-121.5786325,39.893181,955.5,0.06942788051028817,0.07105974985671655,0.07024381518350237,0.9822072485370069,0.9821855813611619,0.9821964149490844
100,101,0.012753,-121.573738,39.893116,976,-121.562538,39.899216,955,-121.568138,39.896166,965.5,0.07105974985671655,0.07292683910791746,0.071993294482317,0.9821855813611619,0.9832022719200573,0.9826939266406096
101,102,0.013704,-121.562538,39.899216,955,-121.549026,39.901501,961,-121.555782,39.9003585,958.0,0.07292683910791746,0.0751793489259739,0.07405309401694568,0.9832022719200573,0.9835831142031843,0.9833926930616208
102,103,0.00726,-121.549026,39.901501,961,-121.543427,39.896881,1008,-121.5462265,39.899191,984.5,0.0751793489259739,0.07611272684717735,0.07564603788657562,0.9835831142031843,0.9828130961077586,0.9831981051554715
103,104,0.003063,-121.543427,39.896881,1008,-121.540421,39.896294,1054,-121.541924,39.8965875,1031.0,0.07611272684717735,0.07661384026584764,0.07636328355651249,0.9828130961077586,0.9827152604752875,0.9827641782915231
104,105,0.007531,-121.540421,39.896294,1054,-121.533119,39.89814,1056,-121.53677,39.897217,1055.0,0.07661384026584764,0.07783111577587068,0.07722247802085916,0.9827152604752875,0.9830229343722907,0.982869097423789
105,106,0.005933,-121.533119,39.89814,1056,-121.529228,39.902618,1082,-121.5311735,39.900379,1069.0,0.07783111577587068,0.07847976258626475,0.07815543918106771,0.9830229343722907,0.9837692852448694,0.98339610980858
106,107,0.005315,-121.529228,39.902618,1082,-121.528648,39.907902,1092,-121.528938,39.90526,1087.0,0.07847976258626475,0.07857645113677324,0.078528106861519,0.9837692852448694,0.9846499726076896,0.9842096289262795
107,108,0.01467,-121.528648,39.907902,1092,-121.53009,39.922501,1139,-121.529369,39.9152015,1115.5,0.07857645113677324,0.07833606339568162,0.07845625726622743,0.9846499726076896,0.9870831964551162,0.985866584531403
108,109,0.035214,-121.53009,39.922501,1139,-121.540077,39.956268,1285,-121.5350835,39.9393845,1212.0,0.07833606339568162,0.0766711865785628,0.07750362498712221,0.9870831964551162,0.9927111620456417,0.989897179250379
109,110,0.006251,-121.540077,39.956268,1285,-121.538353,39.962276,1297,-121.539215,39.959272,1291.0,0.0766711865785628,0.07695858495972904,0.07681488576914591,0.9927111620456417,0.9937125189108615,0.9932118404782516
110,111,0.013092,-121.538353,39.962276,1297,-121.531593,39.973488,1409,-121.534973,39.967882,1353.0,0.07695858495972904,0.07808550668634648,0.07752204582303776,0.9937125189108615,0.9955812294922269,0.9946468742015442
111,112,0.005756,-121.531593,39.973488,1409,-121.534554,39.978424,1380,-121.5330735,39.975956,1394.5,0.07808550668634648,0.07759189496556049,0.07783870082595348,0.9955812294922269,0.9964039154920136,0.9959925724921203
112,113,0.009577,-121.534554,39.978424,1380,-121.53833,39.987225,1418,-121.536442,39.9828245,1399.0,0.07759189496556049,0.0769624191608697,0.07727715706321509,0.9964039154920136,0.9978707832967412,0.9971373493943774
113,114,0.00389,-121.53833,39.987225,1418,-121.538559,39.991108,1419,-121.5384445,39.9891665,1418.5,0.0769624191608697,0.0769242438538578,0.07694333150736374,0.9978707832967412,0.998517965172181,0.9981943742344611
114,115,0.009029,-121.538559,39.991108,1419,-121.53241,39.997719,1483,-121.5354845,39.99441349999999,1451.0,0.0769242438538578,0.07794930919364766,0.07743677652375272,0.998517965172181,0.9996198243992062,0.9990688947856936
116,141,0.03308,-121.609482,39.7794,629,-121.630653,39.753983,513,-121.6200675,39.7666915,571.0,0.06510106787502903,0.06157176907706853,0.06333641847604879,0.9632324692963622,0.9589962030774387,0.9611143361869005
117,118,0.02515,-120.476784,39.807678,1479,-120.50193,39.807274,1478,-120.489357,39.807476,1478.5,0.2539268054336305,0.24973485665588938,0.25183083104475995,0.9679455800544651,0.9678782451387608,0.9679119125966129
118,119,0.026861,-120.50193,39.807274,1478,-120.526947,39.797493,1481,-120.5144385,39.802383500000005,1479.5,0.24973485665588938,0.24556441274541674,0.24764963470065304,0.9678782451387608,0.9662480401622776,0.9670631426505192
119,120,0.035155,-120.526947,39.797493,1481,-120.558182,39.781361,1493,-120.5425645,39.789427,1487.0,0.24556441274541674,0.24035740089173466,0.24296090681857568,0.9662480401622776,0.9635593103104585,0.964903675236368
120,121,0.015907,-120.558182,39.781361,1493,-120.572678,39.774811,1478,-120.56543,39.778086,1485.5,0.24035740089173466,0.23794085394661038,0.23914912741917252,0.9635593103104585,0.9624676179890227,0.9630134641497405
